Fecha,Título,Url,Contenido
"20 de junio, 2016",Yáax wáal Yucatán,https://www.lajornadamaya.mx/k'iintsil/51813/yaax-waal-yucatan,"Tak tu taamil yéetel pepino de mar Oochelo'ob: Rodrigo Díaz Guzmán K'iintsil  Lunes 20 ti' junio, 2016 Yucatán  U tsikbalil juntúul chuk kay yéetel jump’éel ookol ti’ Dzilam de Bravo"
"20 de junio, 2016",Yáax wáal QRoo,https://www.lajornadamaya.mx/k'iintsil/51814/yaax-waal-qroo,"Joana Maldonado Oochel: Agencia Infoqroo K'iintsil  Lunes 20 ti' junio, 2016 QRoo  99 u ja’abil ka j kíim ti’ Cozumel, 10:30 ja’atskab k’iin"
"10 de junio, 2016",Paax ich tzotzil,https://www.lajornadamaya.mx/k'iintsil/52226/paax-ich-tzotzil,"La Jornada Nacional Oochel: Facebook Sak Tzevul Oficial K'iintsil  San Cristóbal de las Casas, Chiapas Viernes 1' ti' junio, 2016  Sak Tzevul, u múuch’paaxil rock ich tzotzil yaan u táakpajal ti’ u cha’anil Festival Mercado de la Poesía, yaan u beeta’al tu noj lu’umil París, Francia, beey tu ts’áaj k’ajóoltbil Damián Martínez, máax jo’olbesik le múuch’paaxila’.   Tu ya’alaje’ tia’al u k’iinil 11 ti’ junio ken táakpajako’ob yéetel jach ki’imak u yóolo’ob tumen yaan u ye’esiko’ob ba’ax ku beetiko’ob. Le múuch’paaxila’, jump’éel ti’ le tu káajsaj u k’aayiko’ob rock ich tzotzil uchak u ch’a’ako’ob u yóolil maaya paax ti’ le úuchben kaajo’ob yano’ob ti’ Chiapas. Káaj u k’aayo’ob tu ja’abil 1996 yéetel ts’o’ok u táakpajalo’ob ti’ jejeláas lu’umo’ob ti’ México yéetel uláak’o’ob je’el bix Estados Unidos, Canadá, Rusia, España yéetel Japón.  Martíneze’ tu tsolaje’, le ken k’aaynako’ob ku ye’esiko’ob u jejeláasil t’aano’ob yaan Chiapas, tzeltal, tzotzil yéetel tojolabal; ke ye’esiko’ob xóot’manxóot’ úuchben paaxo’ob, ba’ale’ beyxan yaan jayp’éel ku k’ayiko’ob ich káastelan t’aan. Tu ya’alaje’, tia’al le cha’anil ti’ Francia’o, tu beetajo’ob jump’éel túumben meyaj tu k’aaba’taj 511 vueltas al sol, canto de resistencia, tu’ux ku t’aano’ob yo’olal u p’áatal mantats’ máak tu’ux unaj yaan. Paaxo’ob ti’ son.   Ichil le k’aayo’ob jach k’ajóolta’anti’obe’ ti’ yaan Bolomchón, beeta’an tia’al máasewal kaajo’ob, jejeláas yaan tumen beeta’ab u jejeláasil tia’al le kaajo’obo’.  U yáax paaxil Sak Tzevule’ j úuch tu k’iinil 10 ti’ agosto ti’ u ja’abil 1996 tu cha’anil San Lorenzo, Zinacantán.  Yéetel ku ya’aliko’obe’, u k’áato’ob u beeto’ob jejeláas chíikulalo’ob tia’al u nats’iko’ob uláak’ máako’ob ti’ le miaatsila’, tumen beyo’ jujump’íitil ken u k’ajóolto’ob uláak’ ba’alo’ob je’el ba’ax suuk u beeta’al, le t’aano’, k’ajla’ayil, paax.  ______________________________________________________  [b]Sak Tzevul, grupo de rock en tzotzil se presentará el sábado en un festival de Francia[/b]  El grupo de rock en tzotzil Sak Tzevul (relámpago) se presentará en el Festival Mercado de la Poesía, que se realiza en París, Francia, informó Damián Martínez, director y fundador de la agrupación. Dijo que la presentación del grupo está programada para el 11 de junio, por lo que él, su hermano Enrique, Romeo Ramos y Cipactli Hernández partirán hacia Francia este jueves."
"06 de junio, 2016",Yáax wáal,https://www.lajornadamaya.mx/k'iintsil/52441/yaax-waal,"Fabiola Martínez, Joana Maldonado yéetel Carlos Águila K'iintsil  Quintana Roo Lunes 6 ti' junio, 2016  ? Tak le ka’aj j ts’o’oksapaj edicióne’, beey tu ye’esaj PREP yéeytambal te’e noj lu’umo’ ? Ku pe’er tricolor ti’ Cozumel, Othon P. Blanco yétel Solidaridad ? Tak chúumuk áak’abe’ PREPe’ ku ye’esik táanil u bin PAN-PRD yéetel 43.4 por cientoil tu táan u 37 por cientoil ti’ PRI-Verde-PANAL  ________________________________________  Ku ya’alik Conagua’e’ ts’o’ok u k’astal manto freático yéetel Glifosfato Hubert Carrera Palí  ________________________________________  Jump’éel múuch’kabil tia’al u beeta’al jump’éel kúuchil cha’an ich maya-káastelan ti’ le péetlu’uma’ Óscar Rodríguez"
"28 de julio, 2016",Sáamal u káajal,https://www.lajornadamaya.mx/k'iintsil/49816/saamal-u-kaajal,"De la redacción Oochelo'ob: Francisco Martín K'iintsil  U noj kaajil Jo', Yucatán Jueves 28 ti' julio, 2016  In taatae’, tuunich; le bix u bin in jit’ik in tuukul yéetel ba’ax kin jaajkúuntike’, in ch’i’ibalil. Ka’aj j kíim in taatae’, le naj tu’ux líik’eno’ p’áat tu juunal, chéen chaltuno’ob p’áat ti’ teen. In yuume’ tu p’ataj jump’éel nojoch jool tu’ux kin kaxtik u yich mantats’, ba’ale’ chéen goles yéetel fanerones kin wilik. In wicho’obe’ ku yikilo’ob bix yanik tuunich, ku náak’ tukultik, kin máan tu paach, beey t’u’ulpach kin beetik. U chíikulal le ba’ax kin wiliko’ ku chíikpajal ti’ oochelo’ob. Jump’éel tuukul ku naak’ ti’ ch’óoch’ xa’aybejo’ob. Psicografía’obe’, leti’e k’iino’ob tu’ux kin wilikimbáaj yéetel in yaanalilo’ob. Kin kaxtik ti’ le tu’uk’ilo’oba’, u yich u tuukulil in yuum.  Beey u tuukulil Francisco Martín, aj its’at sijnáal ti’ Yucatán, máax tu tukultaj u beetik u meyajil ti’ [i]Psicografías, [/i]junmúuch’ oochelo’ob tu jóok’saaj, tu’ux ku ye’esik jayp’éel ti’ le kúuchilo’ob ku ch’a’achita’al tumen u yuum yo’olal le naj tu’ux kajlajo’obe’,  ba’ale’ k’iin ka j kíime’, j p’áat chéen tu juunal; kex tumen nojoch naje’, mina’an u yóol.  Martíne’, ku kaxantik u ts’áak u yóol le kúuchilo’oba’, ba’ale’ yaan ba’alo’ob ma’ tu chikpajal ti’ jump’éel oochel, le beetike’ ku yantal u ye’esik u tuukul yéetel uláak’ ba’alo’ob. Beyo’ ku chóolik u tuukul máax ilik le oochelo’obo’, tia’al jujump’íitil u bin  u ya’abatal jejeláas tuukulo’ob yo’olal jump’éel ba’ax ku yila’al, je’el bix tuunich. Le e’esajila’ yaan u ts’a’abal k’ajóoltbil tu k’iinil sáamal 29 ti’ julio, tu kúuchil Museo Fernando García Ponce MACAY, las 8 áak’ab.   Francisco Martín, juntúul aj cha’a’ oochel meyajnaja’an ti’ kúuchilo’ob je’el bix Notimex, EFE yéetel Reuters. Yaan u meyajo’ob ts’o’ok u ye’esa’al ti’ México, Paris, Alemania yéetel España, ichil uláak’ noj lu’umo’ob.   __________________________________________________________ [b]Psicografías[/b], retratos del padre en el MACAY [i] Psicografías[/i], una serie de cartografías fotográficas realizadas por Francisco Martín  a través de los sutiles territorios descritos por su padre, resume años de múltiples intentos por habitar una casa que, habiendo sido la natal, ha devenido tan sólo en la herencia paterna: grande y vacía, llena de espacios pero, ya tras la muerte de su padre, carente de habitancias.  La colección fotográfica será inaugurada mañana viernes en el Museo Fernando García Ponce MACAY, a las 20 horas. Otras obras de Martín han sido expuestas en países como Francia, Alemania y España, entre otros."
"27 de julio, 2016",Kóokay,https://www.lajornadamaya.mx/k'iintsil/49877/kookay,"Ts'íib yéetel oochel: Ap K'iintsil  Nanacamilpa, Tlaxcala Miércoles 27 ti' julio, 2016  U kaajnáalo’ob Nanacamilpa, Tlaxcala, tu kanaj u k’a’abéetkunso’ob kóokay tia’al u ts’aatáanta’al nukuch che’o’ob je’el bix pino’ob yéetel abeto’ob, tu bak’pachil u Noj Kaajil México.  Kóokayo’obe’ ku sáasilkunsiko’ob u yéek’joch’e’enil áak’ab ichil u ka’analil nukuch che’ob yéetel k’íiwiko’ob je’el bix Piedra Canteada, p’aatal kex 75 kilometro’ob tu lak’inil le noj kaajo’.  U kaajil Piedra Canteada, tu lu’umil Tlaxcalae’, ku meyajta’al tumen junmúuchkabil kajnáalo’ob tu kaxantajo’ob bix je’el u páajtal u meyajo’ob tia’al u jóok’olo’ob táanil yéetel kóokay.  Máan ya’abach ja’abo’obe’, ku ch’a’akal ya’abach che’ob tia’al u chan yantal taak’in ti’ kaaj tumen ma’ xan táan u bo’otal u meyajo’ob je’el bix unaje’. Ba’ale’, tia’al u ja’abil 1990, Genta Rueda López, tu jo’olbesaj jejeláas ba’alo’ob tia’al u meyajta’al k’áax yo’olal le máaxo’ob ku k’uchulo’ob xíinximbal ti’ le kaajo’.  Xan uchik u bin u líik’il le meyajo’. Ba’ale’ tia’al u ja’abail 2011, kajnáalo’obe’ tu yilajo’ob tia’al u winalilo’ob junio yéetel agostoe’ ku jóok’ol ya’abach kóokayo’ob ku jats’utstal tu yich ti’ le máaxo’ob ku bino’ob xíimbal te’elo’, tumen ma’ suuk u yila’alo’obi’. Ts’o’okole’, ti’ tuláakal yóok’ol kaabe’, yaan u sajbe’entsil u ch’éejel 2 mil u p’éel u jejeláasil kóokay yo’olal u seten ch’a’akal che’ yéetel u nuuktal kaajo’ob.  Ts’o’ok máan jo’op’éel ja’abo’ob káajak u bin ma’alo’obil ti’ u mejen najilo’ob yéetel u k’áaxilo’ob le k’íiwiko’; meyajta’an tumen 42 baatsilo’ob. Yéetel yaan u tuukulil u pak’iko’ob maanal ti’ 50 mil u kúul pino’ob te’e k’áax tu’ux ku ch’akiko’ob che’ob, tumen láayli’ u beetiko’obe’ ba’ale’ chéen tia’al u jabiko’ob le k’íiwiko’.   ___________________________________________________  [b]El parque de Piedra Canteada en Tlaxcala[/b]  Piedra Canteada, en el estado Tlaxcala, no es un parque administrado por el gobierno, sino una cooperativa rural que se las ingenió para crear un negocio que inicialmente fue lento, pero que cinco años después ha tenido gran aceptación, debido al espectáculo natural que miles de luciérnagas dan cada noche en los antiguos bosques y reservas del lugar. El parque Piedra Canteada, se encuentra a unos 75 kilómetros al este de la ciudad de México. Es administrado por una cooperativa conformada por 45 familias que también buscan disminuir la tala de árboles."
"26 de julio, 2016",Tu yúuchben múulil Templo de las Inscripciones,https://www.lajornadamaya.mx/k'iintsil/49938/tu-yuuchben-muulil-templo-de-las-inscripciones,"Notimex Oochelo'ob: inah.gob.mx K'iintsil  U noj lu'umil México Martes 26 ti' julio, 2016  Ichil jump’éel xaak’alil táan u beeta’al tu yúuchben kaajil Palenque, ti’ u xa’ay bejilo’ob tu’ux ku bin ja’ yáanal tu’ux muka’an Pakal II, ti’ Templo de las Inscripciones, ku tal u k’exbes ba’ax tukulta’an yo’olal bix úuchik u beeta’al le nojoch múulo’, beey tu ya’alaj Arnoldo González Cruz, máax jo’olbesik u meyajil Proyecto Arqueológico Palenque (Chiapas). Aj xak’al xooke’ ti’ Instituto Nacional de Antropología e Historia (INAH) tu ya’alaje’ jach k’a’anan le ba’ax táan u yojéekta’ala’, tumen le xa’ay bejilo’ob ja’e’ ku k’exbesiko’ob k’ajla’ayil ti’ jump’éel ti’ le kúuchilo’ob asab k’a’anantak ti’ Mesoamérica.  Ichil ba’alo’ob ojéelta’ano’obe’ ku ya’alale’, le ka’aj j mu’uk Pakal El Grande, kex mil 333 ja’abo’ob paachile’, j ts’a’ab jump’éel nu’ukul tia’al u xikin tu’ux ts’íibta’an bix k’a’abéet u búulul ti’ u ja’ilo’ob Cháak tia’al u k’a’amal tumen u yuumtsil le metnalo’; ma’ili’ kaxanta’al le túumben ba’ala’, le kúuchil tu’ux muka’an le ajawo’ ma’ jach ya’ab ba’al ku ya’alik yo’olal u k’ajla’ayil miaatsil.  Beey túuno’ j ts’a’ab k’ajóoltbile’, le xa’ay bejilo’ob ja’e’ ti’ yano’ob 1.70 metro’ob yáanal tu’ux muka’an le ajawo’. Ba’ale’ ku tukulta’ale’ ma’ xaan wa leti’e bej k’a’abéet u xíimbaltik K’nich Janaab Pakal tia’al u k’uchul tu ja’ailo’ob metnal. Chéen ba’axe’ yéetel le ba’ax táan u jóok’ol ti’ le xaak’alilo’, ku k’as p’áatal paachil ba’ax ku ya’alal tumen aj xak’al xook Alberto Ruz Lhuillier.  U tuukulile’ ku ya’alik, le bin tu’ux muka’an Pakal II, ti’ ku káajal le bolonp’éel nu’ukulo’ob táaka’ano’ob ti’ Templo de las Inscripciones. Ba’ale’ yéetel le ba’axo’ob táan u chikpajalo’ob ku ye’esiko’obe’, u chúumukil le kúuchilo’ jets’a’an yo’olal le ja’o’, tumen leti’e’ xa’ay bejilo’ob p’áatal tak bejla’o’.  Ya’abach ti’ bix beeta’anil le nojoch múulo’obo’ tukulta’ab tumen K’nich Janaab’ Pakal táanili’ u beetik u ajawil ichil u ja’abilo’ob 615-683 d.C, leti’ ka káaj u beeta’al Templo de las Inscripciones, jump’éel kúuchil tia’al u mu’ukul kimen, ba’ale’ ts’o’okpsaj u beeta’al tumen K’nich Kan B’ahlam tu k’iinilo’ob táan u beetik u ajawil ti’ Lakamha’, tu ja’abilo’ob 683 yéetel 702. Le xa’ay bejilo’obo’, beeta’an tu chowakil le nojoch tuunich póola’an yéetel tsaya’antak. U p’iisilo’obe’ ti’ yaan ichil 50 yéetel 40 centimetro’ob yéetel u chowakile’ ku chukik kex 17 metro’ob.   Aj xak’al xook Arnoldo González tu ya’alaje’, yéetel le ba’ax kaxanta’aba ku yantal ya’abach ba’alo’ob k’a’anan ka sásilkuns’aak, ba’ale’ yaan u k’a’abéetkunsa’al túumben nu’ukulo’ob tia’al u béeytal u beeta’al.   Kex tumen yaan xaak’alilo’ob beeta’an lik’ul u chúumukil siglo XIX, yóok’ol Templo de las Inscripciones yéetel le kúuchil tu’ux j mu’uk K’nich Janaab’ Pakal, le xa’aybejilo’ob ja’ kaxanta’abo’oba’ ku chikbesiko’ob túumben ba’alo’ob yo’olal le úuchben kaajil ti’ Chiapase’.  _______________________________________________  [b]Hallazgo de canales cambia teoría sobre Templo en Palenque[/b]  El hallazgo de un complejo sistema de canales bajo la cámara mortuoria del señor Pakal II, en el Templo de las Inscripciones de Palenque, el edificio más importante de esa zona arqueológica mexicana, cambia la teoría original sobre la construcción de esa pirámide, aseguró hoy el arqueólogo Arnoldo González Cruz. El titular del Proyecto Arqueológico Palenque (Chiapas) explicó en una conferencia de prensa convocada por el Instituto Nacional de Antropología e Historia (INAH), que, por ubicarse bajo el espacio mortuorio más importante de todo Mesoamérica, ese sistema de canales de agua representa un hallazgo que varía la historia, puesto que también corre bajo la cámara funeraria del gobernante palencano; esta metáfora podría tener una interpretación mucho más compleja, dando nuevos datos sobre la construcción y el uso de esa gran pirámide."
"25 de julio, 2016",Yáax wáal Yucatán,https://www.lajornadamaya.mx/k'iintsil/50005/yaax-waal-yucatan,"Paul Antoine Matos K'iintsil  Jo', Yucatán  Lunes 25 ti' julio', 2016   YÁAX WÁAL"
"25 de julio, 2016",Yáax wáal Quintana Roo,https://www.lajornadamaya.mx/k'iintsil/50006/yaax-waal-quintana-roo,"Carlos Águila Arreola K'iintsil  Quintana Roo Lunes 25 ti' julio', 2016   YÁAX WÁAL"
"22 de julio, 2016",Wikipedia ich maayat’aan,https://www.lajornadamaya.mx/k'iintsil/50111/wikipedia-ich-maayat-aan,"Sasil Sánchez Chan K'iintsil  Jo', Yucatán Viernes 22 ti' julio, 2016  Ichil u k’iinilo’ob 25 tak 29 ti’ julio yaan u beeta’al tu noj kaajil Jo’, jejeláas meyajo’ob yéetel tsikbalilo’ob tia’al ka yanak ts’íibo’ob ich maayat’aan tia’al táakbesbil ich Wikipedia. Le meyajo’obo’ táan u múul beeta’al tumen u mola’ayil Wikimedia México, el Centro de Cultura Digital yéetel La Vaca Independiente. Ti’ ku beetbil Casa Palomeque, yaan tu bejil 59 ichil 64 yéetel 66 tu k’iiwikil le noj kaajila’.  Ti’ jump’éel tsikbal tu beetaj yéetel[i] K’iintsil[/i], Claudia Muñoz ti’ Wikimedia México’e’, tu ya’alaje’ táan u kaxanta’al ka yanak máaxo’ob beetik Wikipedia ich maayat’aan ti’ le Péetlu’uma’, beyxan ka k’ajóolta’ak ba’ax k’a’abéet u yantal ti’ jump’éel ts’íib tia’al u béeytal u yantal ti’ Wikipedia. U nooyil le meyajo’, leti’ ka yanak ya’abach ts’íibo’ob yo’olal jejeláas ba’alo’ob, ma’ chéen ti’ u noj lu’umil México, beyxan ka yanak ts’íibo’ob yo’olal je’el ba’axak ti’e yóok’ol kaabo’, ba’ale’ ich maayat’aan. Uláak’ ba’al ku kaxanta’ale’, leti’ ka k’ajóolta’ak ba’axo’ob meyajilo’ob ku beeta’al tumen Wikimedia.  Claudia Muñoz, tu ya’alaj u tuukulil le múuch’kabila’ leti’ ka yanak ya’ab ba’al tia’al xokbil x ma’ bo’olil tumen je’el máaxake’, kex tumen yaan ba’alo’ob ma’ tu páajtal u p’i’itil je’el bix tecnología yéetel ba’al yaan u yil yéetel le t’aano’. Kex beyo’, yaan talamilo’ob ts’o’ok u máansiko’ob tumen ma’ tuláakal máak ku p’áatal tia’al u meyajtik ts’íibo’ob ich máasewáal t’aan. Yáaxe’, k’a’abéet u yiliko’ob ka táakbesak máaxo’ob t’anik máasewal t’aano’ob, ts’o’okole’ ka utschaj tu yicho’ob yéetel ka p’áatak mantats’ táan u ts’íibo’ob.  ____________________________________________________________  [b]Llevar conocimiento libre al mayor número personas afirma Claudia Muñoz de Wikimedia México[/b]  Del 25 al 29 de julio se llevará a cabo en la ciudad de Mérida una serie de talleres, debates y pláticas enfocadas a la generación de contenidos y artículos para Wikipedia en lengua maya; la sede será la Casa Palomeque, ubicada en la calle 59 con 64 y 66, del centro. Las actividades son iniciativa de Fundación Wikimedia México en colaboración con el Centro de Cultura Digital y la compañía La Vaca Independiente.  En entrevista con [i]K’iintsil[/i], Claudia Muñoz, se Wikimedia México, expresó que la finalidad principal de los talleres es generar una comunidad en la península que eche a andar Wikipedia en maya, así como dar a conocer los requisitos y formatos para que un artículo pueda permanecer en la Enciclopedia, de tal forma que los mayahablantes tengan acceso a información no sólo de México, sino de todo el mundo, en su idioma."
"15 de julio, 2016",Yaan kex 4 mil 500 ja’abo’ob u yúuchbenil,https://www.lajornadamaya.mx/k'iintsil/50498/yaan-kex-4-mil-500-ja-abo-ob-u-yuuchbenil,"Ts'íib yéetel oochel: Ap K'iintsil  El Cairo, Egitpo Viernes 15 ti' julio, 2016  U kúuchil Museo Egipcio tu lu’umil Cairo tu káajsaj tu k’iinil jo’oljeak jueves, jump’éel e’esajil. Ti’ úuchben ju’uno’ob yéetel ts’íibo’ob ti’ le noj lu’umo’. Yaan kex 4 mil 500 ja’abo’ob u yúuchbenil ts’o’okole’ ti’ ts’íibta’an bix máanik u kuxtalo’ob le máaxo’ob beet le úuchben p’íich tuunich najo’ob wa pirámides.  Le nu’ukulo’oba’ tia’alinta’ab tumen u kan baatsil ajaw Khufu, máax k’ajóolta’ab xan beey Keops; ku ya’alale’ tu yo’olal j beeta’ab u kúuchil Gran Pirámide de Giza, tia’al u mu’ukul ken kíimik.   Khaled el-Anany, u ministroil Úuchben Nu’ukulo’ob ti’ Egipto, tu ya’alaje’, le ju’uno’oba’ yáax e’esabo’ob tu ja’abil 2013 tia’al jump’éel xaak’alil beeta’ab ichil franco’ob yéetel egipcio’ob ichil jump’éel sajkab yaan tu jáal ja’il Wadi el-Jarf; 119 kilometro’ob u náachil ti’ Suez.  El-Anany tu ya’alaje’, le ju’uno’obo’ leti’ u asab úuchbenil yaan ti’ Egipto. Beyxan Tarek Tawfiq, máax jo’olbesik le Kúuchil E’esajilo’, tu ya’alaj te’e ju’uno’obo’ ts’íibta’an bix úuchik u máan u kuxtal aj meyajo’ob, yéetel bix uchik u púuta’al nu’ukulo’ob tia’al meyaj lik’ul u k’áak’nabil Mar Rojo tak Giza.  Jump’éel ti’ le úuchben ju’uno’ wa papiro, tia’alinta’ab tumen Marr, máax meyajnaj óoxp’éel winal uchik u beeta’al p’íich tuunich najo’ob, ts’o’okole’ ts’íibta’ab jejeláas ba’alo’ob tu yo’olal, je’el bix ba’ax unaj u beetik, bix u máano’ob yéetel bix u k’uchulo’ob tak Río Nilo. Ti’ uláak’ áanalte’obe’ ts’íibta’an ba’alo’ob yo’olal bix u t’o’oxol janal ti’ aj meyajo’ob. Yaan jump’éel ts’íib tu’ux ku je’ets’el tak jayp’éel taman biinsa’abij.  Ministro el-Anany, ku ya’alike’ le áanalte’oba’ noj ba’al tia’al Egipto tumen ku ye’esik yaan u k’ajla’ayil le miaatsila’ ts’o’okole’ yaan xan uláak’ ba’alo’ob ma’ k’ajóolta’aki’. _____________________________________________  [b]Exhiben los papiros más antiguos de Egipto[/b]  El Museo Egipcio en El Cairo comenzó el jueves su exhibición de los papiros más antiguos del país, que datan de unos 4.500 años y detallan la vida diaria de los constructores de las pirámides. Los objetos pertenecen a la Cuarta Dinastía del Rey Khufu, también conocido como Keops, para quien se le construyó la Gran Pirámide de Giza como tumba. El ministro de Antigüedades de Egipto, Khaled el-Anany, dijo a reporteros durante la presentación de la exhibición que los papiros fueron descubiertos en 2013 por una misión franco-egipcia dentro de las cuevas en el puerto de Wadi el-Jarf. El antiguo puerto está ubicado a 119 kilómetros (74 millas) de Suez."
"06 de julio, 2016",Tu xíimbal,https://www.lajornadamaya.mx/k'iintsil/50948/tu-xiimbal,"K'iintsil  Jo', Yucatán Miércoles 7 ti' julio, 2016   JUN"
"26 de agosto, 2016",Sáamal sábado,https://www.lajornadamaya.mx/k'iintsil/48266/saamal-sabado,"La Jornada Nacional Oochel: Cuartoscuro K'iintsil  U noj kaajil Jo' Viernes 16 ti' agosto, 2016  Sáamal 27 ti’ agosto, yaan u jach chikpajal Venus yéetel Júpiter, jump’éel ba’al ku jach páa’tal ka uchuk yo’olal bix ken chikpajako’ob ka’an, beey tu tsolaj aj xak’al xook ti’ Instituto Tecnológico de Mérida (ITM), Eddie Ariel Salazar Gamboa.  Tu ya’alaje’, yaan u páajtal u cha’antal tumen je’el máaxake’, yéetel yaan chikpajalo’ob kex jump’éel hora. Beyxan, tu ya’alaje’ yaan u sáasilchajalo’ob le ken t’úubuk k’iin. Le nojoch eek’o’oba’, yaan u p’áatalo’ob ti’ u tsoolil eek’ ku k’aaba’tik de la Virgen, le beetike’ yaan u chikpajal beey u eek’il Belén, le chikpaj ka síij Jesucristo.  Le 27 ti’ agostoe’, k’iine’ yaan u jóok’ol ti’ u tsool eek’il León; 6:41 ken sáaschajak yéetel yaan u t’úubul k’iin las 19:18. Beyo’, ken xi’k k’iine’, leti’ ken chikpajak Venus yéetel Júpiter."
"25 de agosto, 2016",Paax,https://www.lajornadamaya.mx/k'iintsil/48310/paax,"La Jornada de Oriente Boonil: Leopoldo Méndez K'iintsil  U noj lu'umil México Jueves 25 ti' agosto, 2016  J ts’a’ab k’ajóoltbil tu ja’abil 1994,[i] Incidentes melódicos del mundo irracional,[/i] jump’éel u áanalte’ Juan de la Cabada, síij tu noj kaajil Kaanpech, ku xo’okol u tsikbalil xunáan Caracol yéetel yuum Ardilla, kaja’ano’ob ti’ jump’éel áaktun yaan ts’u’ k’áax, tu k’iinilo’ob chikpaj yáax wíiniko’ob ku na’atikuba’ob xan yéetel ba’aleche’ob, jump’éelili’ t’aan ku beetiko’obe’, le beetik mix k’a’abéetchajti’ob máax sutik u t’aano’ob. Ba’ax ku bin u yúuchule’, ku tsikbalta’al ti’ juntúul soots’ tumen nojoch nool, tu yáak’abilo’ob uj, táankab, naats’ ti’ u bo’oyil xa’anil naj. Ku táakpajal juntúul kolnáal, juntúul kitam, uláak’ wíinik yéetel ba’alche’ob.  U yóolil le áanalte’a, síij ti’ jejeláas tsikbalo’ob ku beeta’al tu noj lu’umil México, u ya’abile’ jóok’ ti’ u nojol-lak’inil le noj lu’uma’; De la Cabadae’ xuulchaj yéetel u t’aan u yuum, ts’o’okole’ tu kanaj bix u biinsikubáaj yéetel jejeláas óolilo’ob je’el bix x táabayo’ob, wáayo’ob, xooch’o’ob yéetel uláak’ ba’alche’ob ku ch’a’achitik tu ts’íib.  U meyaje’, ku chukbesa’al yéetel u ts’íibil u paax, ts’o’okole’ ti’ yaan xan u ts’íibil le k’aayo’ ba’ale’ ich maaya. Juan de la Cabada ku ya’alike’, u tsikbal juntúul ko’olel ch’ija’an, tu yáanal u bo’oyil x ya’axche’, tu beetaj u yóotik u ts’íibtik le tsikbalo’oba’. U boonilo’obe’ beeta’ano’ob tumen Leopoldo Méndez, uchik u k’ubenta’al tumen Silvestre Revueltas, máax tu k’áataj le meyajo’ yéetel le paaxo’, tia’al u múuch’ óok’otil Ballet de Montecarlo.  _________________________________________________ [b]¡Griten conmigo![/b]  [i]Incidentes melódicos del mundo irraciona[/i]l, publicado en 1944 y escrito por de Juan de la Cabada, narra la historia del feliz matrimonio formado por doña Caracol y el señor Ardilla, habitantes de una cueva en la hondura del bosque, en los tiempos de la aparición de los primeros hombres que se entendían con los animales pues, tanto unos como otros, hablaban el mismo idioma, por lo que no necesitaban de traductores ni de intérpretes.   Esta historia, que se encuentra bellamente ilustrada por grabados de Leopoldo Méndez y dedicada a la memoria de Silvestre Revueltas, quien le había pedido una obra y los motivos musicales para el Ballet de Montecarlo."
"24 de agosto, 2016",Péepen,https://www.lajornadamaya.mx/k'iintsil/48354/peepen,"Ts'íib yéetel oochel: Ap K'iintsil  U noj lu'umil México Miércoles 24 ti' agosto, 2016  U seten k’áaxal cháake’, ts’o’ok u beetik loob ti’ u ya’abil le k’áax tu’ux yaan nukuch che’ob tu chúumukil u noj lu’umil México, tu’ux ku kajtal monarca péepen tu k’iinilo’ob ke’elil; leti’e’ ku máan ti’ uláak’ tu’uxo’ob tia’al u kajtal.  Ba’ale’ u k’iinilo’ob ja’ajalil marzoe’ tu beetaj u pe’etchajal 54 hectárea’ob (133 u kúul acre’ob) ti’ pino’ob yéetel abeto’ob ti’ u k’áaxilo’ob yaan tu chik’inil u noj kaajil México. Le k’áaxa’ kantéen u máan u nojochil wa ku ke’etel yéetel le k’áax ku k’askúunta’al le ken ch’a’akak che’.  Le cháak k’áax ti’ le ja’aba’ tu kíinsaj xan kex 6.2 millono’ob ti’ péepenil obra, le je’ela’ ku ye’esik óoli’ u 7.4 por cientoil, ti’ le 84 millono’ob ti’ péepeno’ob k’ucho’ob kajtal México tu k’iinilo’ob ke’elil, beey tu ya’alaj Alejandro del Mazo, máax ku meyaj ti’ Áreas Protegidas.   Mix juntéen yáax yanak k’a’amkach iik’o’ob yéetel ke’elil, tu ya’alaj aj xak’al xook Lincoln Brower tu yo’olal le ja’ k’áax tu k’iinilo’ob 8 yéetel 9 ti’ marzo.  ________________________________________  [b]México: Tormentas dañan hábitat de la mariposa monarca[/b]  Las tormentas han derribado o dañado una gran cantidad de árboles en los bosques del centro de México donde la mariposa monarca, una especie migratoria, pasa el invierno, dijeron especialistas el martes.  Las tormentas de marzo causaron la pérdida de 54 hectáreas (133 acres) de pinos y abetos en los bosques situados al oeste de la Ciudad de México, un área cuatro veces mayor a la afectada por la tala ilegal. En el invierno 2009-2010, lluvias intensas y deslaves causaron la pérdida de 106 hectáreas (262 acres)."
"23 de agosto, 2016",Antropólogo y filólogo,https://www.lajornadamaya.mx/k'iintsil/48383/antropologo-y-filologo,"La Jornada Maya  Mérida, Yucatán Martes 23 de agosto, 2016   Ku p'atiko'on juntúul u nojochilo'ob maaya t'aan. J kíim aj ka'ansaj yéetel aj xak'al xook Juan Ramón Bastarrachea Manzano. Máax tu jach péektsiltaj miaatsil yéetel maaya t'aano'ob.   ________________________________  Se nos va un jornalero de la palabra maya. Ha fallecido el maestro, antropólogo y filólogo Juan Ramón Bastarrachea Manzano. Promotor de la lengua y la cultura mayas."
